store_number,store_name,dba,address,address_line_2,city,state,zip_code,country,phone_number,store_type,website_address,latitude,longitude,country_code,county,geo_accuracy
D3e49bc3-458a-e111-8dde-005056934050,Alvernon Retail Store 066,Goodwill Industries,1230 Escalante Dr.,,Durango Colorado,CO,81303,United States,(970) 422-4363,"Donation Center,retail Store",Http://www.discovermygoodwill.org,37.227757,-107.86194,US,La Plata,PREMISE: ROOFTOP
Ce19f063-458a-e111-8dde-005056934050,Speedway Retail Store 055,Goodwill Industries,630 241/2 Road,,Grand Junction,CO,81505,United States,(970) 243-1745,"Donation Center,retail Store",Http://www.discovermygoodwill.org,39.09629457,-108.5979322,US,Mesa,AGGDATA_VERIFIED: ROOFTOP
C139fc4b-458a-e111-8dde-005056934050,Cherrybell Outlet 081,Goodwill Industries,2131 Masonway,,Cheyenne,WY,82001,United States,(307) 459-6464,"Donation Center,retail Store",Http://goodwillwy.org/,41.16165253,-104.7878261,US,Laramie,AGGDATA_VERIFIED: ROOFTOP
876478ed-458a-e111-8dde-005056934050,"Goodwill Industries Of Southern Arizona, Inc.",Goodwill Industries,3301 E Nationway,,Cheyenne,WY,82001,United States,(307) 634-7751,"Donation Center,retail Store",Http://goodwillwy.org/,41.13548679,-104.770064,US,Laramie,AGGDATA_VERIFIED: ROOFTOP
C3eb6cff-458a-e111-8dde-005056934050,Cherrybell Adc 080,Goodwill Industries,612 West 17th Street,,Cheyenne,WY,82001,United States,(307) 634-0823,,Http://goodwillwy.org/,41.1319385,-104.8212659,US,Laramie,AGGDATA_VERIFIED: ROOFTOP
F4930300-172e-ed11-8101-00505689ac90,Kino Retail Store 080,Goodwill Industries,1575 N 4th St,,Laramie,WY,82070,United States,(307) 460-9566,"Donation Center,retail Store",Http://goodwillwy.org/,41.32677176,-105.5897433,US,Albany,AGGDATA_VERIFIED: ROOFTOP
A9dfb599-458a-e111-8dde-005056934050,First Ave Retail Store 033,Goodwill Industries,2655 E 3rd Street,,Casper,WY,82601,United States,(307) 315-6324,"Donation Center,retail Store",Http://goodwillwy.org/,42.84710347,-106.2925493,US,Natrona,AGGDATA_VERIFIED: ROOFTOP
B9af803d-166e-e311-9471-0050568924e6,Dodge Retail Store 085,Goodwill Industries,1254 Dewar Dr,,Rock Springs,WY,82901,United States,(307) 382-8000,"Donation Center,retail Store",Http://goodwillwy.org/,41.57868954,-109.2335555,US,Sweetwater,AGGDATA_VERIFIED: ROOFTOP
82990622-166e-e311-9471-0050568924e6,Houghton Retail Store 067,Goodwill Industries,1570 Yellowstone Avenue,,Pocatello,ID,83201,United States,(208) 233-1445,"Donation Center,retail Store",Http://www.esgw.org,42.904211,-112.450764,US,Bannock,AGGDATA_VERIFIED: ROOFTOP
7f463f05-63f8-e611-bbdb-005056890337,Ina Retail Store 088,Goodwill Industries,"870 Blue Lakes Blvd, Suite 1",,Twin Falls,ID,83301,United States,(208) 734-2927,"Donation Center,retail Store",Http://www.esgw.org,42.57699654,-114.4583837,US,Twin Falls,AGGDATA_VERIFIED: ROOFTOP
451db618-508d-e211-87d7-0050568924e6,Overton Adc 700,Goodwill Industries,125 Valley River Drive,,Rexburg,ID,83440,United States,(208) 757-4320,"Donation Center,retail Store",Http://www.esgw.org,43.833493,-111.779907,US,Madison,PREMISE: ROOFTOP
461db618-508d-e211-87d7-0050568924e6,Silverbell Adc 890,Goodwill Industries,3134 5th St,,Lewiston,ID,83501,United States,(208) 743-4528,"Career Services,donation Center,retail Store",Http://www.discovergoodwill.org,46.38867093,-117.0081843,US,Asotin,AGGDATA_VERIFIED: ROOFTOP
4739b59f-458a-e111-8dde-005056934050,Midvale Retail Store 022,Goodwill Industries,1400 W. Chinden Blvd.,,Meridian,ID,83646,United States,(208) 893-6000,Donation Center,Http://www.esgw.org,43.665625,-116.411253,US,Boise,PREMISE: ROOFTOP
B14fd37b-458a-e111-8dde-005056934050,Bear Canyon Retail Store 077,Goodwill Industries,1105 Caldwell Blvd,,Nampa,ID,83651,United States,(208) 461-4084,"Donation Center,retail Store",Http://www.esgw.org,43.59927156,-116.5952296,US,Canyon,AGGDATA_VERIFIED: ROOFTOP
F2b1e609-4f8d-e211-87d7-0050568924e6,Tangerine Adc 883,Goodwill Industries,1465 South Vinnell Way,,Boise,ID,83709,United States,(208) 378-9924,Staffing Services,Http://www.esgw.org,43.59132502,-116.2876015,US,Ada,AGGDATA_VERIFIED: ROOFTOP
4c16a897-c84c-e911-80e0-00505689ac90,4470 S. White Mountain Road,Goodwill Industries,1465 S Vinnell Way,,Boise,ID,83709,United States,(208) 321-9172,"Donation Center,retail Store",Http://www.esgw.org,43.59132502,-116.2876015,US,Ada,AGGDATA_VERIFIED: ROOFTOP
Ae4ec38d-3d24-ef11-8117-00505689ac90,Pinetop,Goodwill Industries,7000 W. State Street,,Boise,ID,83714,United States,(208) 672-2930,"Donation Center,retail Store",Http://www.esgw.org,43.66751364,-116.2755994,US,Ada,AGGDATA_VERIFIED: ROOFTOP
99f938d4-6ff8-ee11-8117-00505689ac90,1416 E Route 66,Goodwill Industries,1212 N 4th St,,Coeur D'Alene,ID,83814,United States,(208) 664-2552,"Career Services,donation Center,retail Store",Http://www.discovergoodwill.org,47.68658394,-116.7796206,US,Kootenai,AGGDATA_VERIFIED: ROOFTOP
F2283a29-70f8-ee11-8117-00505689ac90,Milton,Goodwill Industries,201 Warbonnet Drive,,Moscow,ID,83843,United States,(208) 883-4280,"Career Services,donation Center,retail Store",Http://www.discovergoodwill.org,46.73416867,-117.0385436,US,Latah,AGGDATA_VERIFIED: ROOFTOP
1af5a1b7-458a-e111-8dde-005056934050,4308 East Route 66,Goodwill Industries,204 Larkspur Street,,Ponderay,ID,83852,United States,(208) 265-1980,"Career Services,donation Center,retail Store",Http://www.discovergoodwill.org,48.30755196,-116.5372932,US,Bonner,AGGDATA_VERIFIED: ROOFTOP
Cd34a23c-0e0b-ed11-8100-00505689ac90,3155 Lakeview Plaza Ln.,Goodwill Industries,4040 E. 16th Ave,,Post Falls,ID,83854,United States,(208) 773-6181,"Career Services,donation Center,retail Store",Http://www.discovergoodwill.org,47.72213849,-116.8934136,US,Kootenai,AGGDATA_VERIFIED: ROOFTOP
704d85ab-8d74-ec11-80f8-00505689ac90,3155 Lakeview Plaza Lane,Goodwill Industries,1010 West Hill Field Road,,Layton,UT,84041,United States,(801) 547-8001,"Donation Center,retail Store",Http://www.esgw.org,41.07299907,-111.9848883,US,Davis,AGGDATA_VERIFIED: ROOFTOP
8bb08ecf-458a-e111-8dde-005056934050,1375 W. Iron Springs Road,Goodwill Industries,1761 S Bluff Ridge Dr #108,,Syracuse,UT,84075,United States,,Donation Center,Http://www.esgw.org,41.088262,-112.040102,US,Davis,PREMISE: ROOFTOP
5859d516-dadc-e311-afbc-0050568924e6,7620 E. State Route 69,Goodwill Industries,6968 S Redwood Road,,West Jordan,UT,84084,United States,(385) 386-4790,"Donation Center,retail Store",Http://www.esgw.org,40.62460206,-111.9406807,US,Salt Lake,AGGDATA_VERIFIED: ROOFTOP
Fe0bf43c-4e03-e611-8cdc-005056890337,Chino Valley Rdc,Goodwill Industries,8550 S 1300 E,,Sandy,UT,84094,United States,(385) 887-0828,"Donation Center,retail Store",Http://www.esgw.org,40.596219,-111.854955,US,Salt Lake,PREMISE: ROOFTOP
F31994c9-458a-e111-8dde-005056934050,166 Coffee Pot Dr Store,Goodwill Industries,1850 W 1500 S,,Salt Lake City,UT,84104,United States,(385) 261-7045,Outlet Store,Http://www.esgw.org,40.738288,-111.943352,US,Salt Lake,AGGDATA_VERIFIED: ROOFTOP
88137ce1-458a-e111-8dde-005056934050,South Lake Havasu Rdc,Goodwill Industries,4545 S. 900 E.,,Salt Lake City,UT,84117,United States,(801) 262-4545,"Donation Center,retail Store",Http://www.esgw.org,40.67317652,-111.8648498,US,Salt Lake,AGGDATA_VERIFIED: ROOFTOP
F784d499-32cf-e411-b4ab-0050568924e6,1990 Mcculloch Blvd,Goodwill Industries,1617 N. Main St.,,Logan,UT,84341,United States,(435) 772-9295,"Donation Center,retail Store",Http://www.esgw.org,41.76164,-111.835544,US,Cache,PREMISE: ROOFTOP
D8f29b50-4cb4-e711-8e76-005056890337,3320 Stockton Hill Rd. Ste E,Goodwill Industries,1130 E Mcdowell Rd,,Phoenix,AZ,85006,United States,,Career Services,Http://www.goodwillaz.org/,33.466237,-112.057307,US,Maricopa,PREMISE: ROOFTOP
3bdf129a-16f5-e911-80e3-00505689ac90,1478 Camino Colorado,Goodwill Industries,"725 W. Indian School Rd., #116",,Phoenix,AZ,85013,United States,(602) 216-3911,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.494415,-112.084267,US,Maricopa,PREMISE: ROOFTOP
9fe6cd81-458a-e111-8dde-005056934050,2670 Hwy 95,Goodwill Industries,1515 E. Bethany Home Road,,Phoenix,AZ,85014,United States,(602) 216-3941,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.52250515,-112.0481774,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
47572e5e-32cf-e411-b4ab-0050568924e6,Goodwill Industries Of New Mexico - Bernalillo Store,Goodwill Industries,"1625 W. Camelback Rd, #108",,Phoenix,AZ,85015,United States,(602) 281-2729,"Career Services,donation Center,retail Store",Http://www.goodwillaz.org/,33.50817391,-112.0945657,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
F039e727-10a7-e911-80e2-00505689ac90,Goodwill Industries Of New Mexico - Los Lunas Store,Goodwill Industries,4005 N. 16th Street,,Phoenix,AZ,85016,United States,(602) 279-5870,"Career Services,donation Center,retail Store",Http://www.goodwillaz.org/,33.4933685,-112.0464669,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
6fdeca87-458a-e111-8dde-005056934050,Goodwill Industries Of New Mexico-corporate Office,Goodwill Industries,3130 E. Thomas Rd.,,Phoenix,AZ,85016,United States,(602) 216-3906,"Career Services,donation Center,retail Store",Http://www.goodwillaz.org/,33.48171369,-112.0153143,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
271d5a86-f83a-e311-8dde-0050568924e6,Goodwill Industries Of New Mexico - San Mateo Store,Goodwill Industries,3912 E. Camelback Road,,Phoenix,AZ,85018,United States,(602) 216-3929,Donation Center,Http://www.goodwillaz.org/,33.5104505,-111.9968504,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
31e62c2d-f93a-e311-8dde-0050568924e6,Goodwill Industries Of New Mexico - Outlet Store,Goodwill Industries,"4815 E. Carefree Hwy, #a-114",,Phoenix,AZ,85018,United States,(480) 595-9260,Donation Center,Http://www.goodwillaz.org/,33.79701177,-111.9775975,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
Cd6ef0ab-9d38-ee11-8110-00505689ac90,Goodwill Industries Of New Mexico - Lomas Store,Goodwill Industries,9201 N. 29th Ave.,,Phoenix,AZ,85021,United States,(602) 216-3927,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.57037278,-112.1181983,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
14f64f48-825e-ef11-8117-00505689ac90,Goodwill Industries Of New Mexico - Tramway,Goodwill Industries,2626 West Beryl Avenue,,Phoenix,AZ,85021,United States,(602) 535-4000,,Http://www.goodwillaz.org/,33.57991584,-112.1155426,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
2483f55d-458a-e111-8dde-005056934050,Goodwill Industries Of New Mexico - Menaul Store,Goodwill Industries,13226 N. 7th St.,,Phoenix,AZ,85022,United States,(602) 216-3909,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.60651919,-112.06649,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
886c7be7-458a-e111-8dde-005056934050,Goodwill Industries Of New Mexico - Paseo Store,Goodwill Industries,17037 N 7th Ave,,Phoenix,AZ,85023,United States,(602) 216-3918,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.6421068,-112.0817823,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
F21a9344-67f5-e611-bbdb-005056890337,Goodwill Industries Of New Mexico - Goodthreads Store,Goodwill Industries,710 E. Union Hills Drive,,Phoenix,AZ,85024,United States,(602) 216-3939,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.65619917,-112.0641803,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
B231f951-458a-e111-8dde-005056934050,Goodwill Industries Of New Mexico - Coors Store,Goodwill Industries,18631 N 19th Ave.,,Phoenix,AZ,85027,United States,(602) 216-3926,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.65609848,-112.0980389,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
C601078a-afb1-ee11-8117-00505689ac90,Goodwill Industries Of New Mexico - Copper Store,Goodwill Industries,3514 W. Peoria Avenue,,Phoenix,AZ,85029,United States,(602) 942-3830,"Career Services,donation Center,retail Store",Http://www.goodwillaz.org/,33.58333176,-112.1350538,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
F9ab7c91-f93a-e311-8dde-0050568924e6,Goodwill Industries Of New Mexico - Rio Rancho Store,Goodwill Industries,"4522 W Indian School Rd, Ste B2",,Phoenix,AZ,85031,United States,,Career Services,Http://www.goodwillaz.org/,33.495306,-112.157895,US,Maricopa,PREMISE: ROOFTOP
2966fddd-f83a-e311-8dde-0050568924e6,Goodwill Industries Of New Mexico - Gallup Store,Goodwill Industries,12010 N. 32nd Street,,Phoenix,AZ,85032,United States,(602) 216-3903,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.59536511,-112.014754,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
Dd9ac085-f93a-e311-8dde-0050568924e6,Goodwill Industries Of New Mexico - Farmington Store,Goodwill Industries,3901 E. Thunderbird Road,,Phoenix,AZ,85032,United States,(602) 569-9004,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.61081214,-111.9975519,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
351a94c9-458a-e111-8dde-005056934050,Goodwill Industries Of New Mexico - Santa Fe Store,Goodwill Industries,3202 E. Greenway Road,,Phoenix,AZ,85032,United States,(602) 216-3914,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.6276766,-112.0096052,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
86ac4e6c-6ca2-ec11-80fb-00505689ac90,Goodwill Industries Of New Mexico - Espanola Store,Goodwill Industries,2929 N. 75th Avenue,,Phoenix,AZ,85033,United States,(623) 846-4900,"Career Services,donation Center,retail Store",Http://www.goodwillaz.org/,33.48164645,-112.2194235,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
3923a19f-cdfe-e611-bbdb-005056890337,1240 S. Valley Job Link/donation Center,Goodwill Industries,"1140 E Washington St, Ste 203",,Phoenix,AZ,85034,United States,,Career Services,Http://www.goodwillaz.org/,33.44873,-112.057288,US,Maricopa,PREMISE: ROOFTOP
8adfb599-458a-e111-8dde-005056934050,2593 N. Main Street Store,Goodwill Industries,10005 W Camelback Rd,,Phoenix,AZ,85037,United States,(602) 216-3924,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.50738283,-112.2762742,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
319c5a9f-9e2b-e811-b706-005056890337,Rinconada Ndc,Goodwill Industries,"1980 W. Baseline Rd, #120",,Phoenix,AZ,85041,United States,(602) 276-0488,"Career Services,donation Center,retail Store",Http://www.goodwillaz.org/,33.3802445,-112.1022666,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
A55dd8c8-f83a-e311-8dde-0050568924e6,Goodwill Industries Of New Mexico - Clovis Store,Goodwill Industries,3636 W. Southern Ave.,,Phoenix,AZ,85041,United States,(602) 216-3916,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.39364958,-112.1362404,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
5c39fc4b-458a-e111-8dde-005056934050,Goodwill Industries Of New Mexico - Roswell Store,Goodwill Industries,515 N. 51st Avenue,,Phoenix,AZ,85043,United States,(602) 513-8410,"Donation Center,outlet Store",Http://www.goodwillaz.org/,33.45358939,-112.1679306,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
F11c048d-3a12-ef11-8117-00505689ac90,Goodwill Industries Of New Mexico - Carlsbad Store,Goodwill Industries,4940 E. Ray Rd. #50,,Phoenix,AZ,85044,United States,(602) 216-3908,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.32136546,-111.9780316,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
8fe83b38-ebec-e611-bbdb-005056890337,Goodwill Thrift Store And Donation Center - Boulder Hwy,Goodwill Industries,15633 S. 32nd Street,,Phoenix,AZ,85048,United States,(480) 704-0645,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.30362101,-112.0137142,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
4d37286a-3541-e511-97d0-005056890337,Goodwill Thrift Store And Donation Center - Lake Mead (near Civic Center),Goodwill Industries,4147 W. Thunderbird Rd.,,Phoenix,AZ,85053,United States,(602) 216-3915,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.60977735,-112.1473901,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
424e11f5-2487-ef11-8117-00505689ac90,Goodwill Thrift Store And Donation Center - Craig Road,Goodwill Industries,1565 W. Happy Valley Road,,Phoenix,AZ,85085,United States,(602) 216-3934,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.71228334,-112.0932495,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
E5667591-d437-e311-8dde-0050568924e6,Goodwill Thrift Store And Donation Center - Pahrump,Goodwill Industries,34455 N. 27th Dr.,,Phoenix,AZ,85085,United States,(623) 582-1384,Donation Center,Http://www.goodwillaz.org/,33.79734836,-112.1175536,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
7465e337-508d-e211-87d7-0050568924e6,Attended Donation Center - Anthem & Bicentennial - Albertsons Parking Lot,Goodwill Industries,43240 N. Black Canyon Hwy,,Phoenix,AZ,85087,United States,(602) 216-3920,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.87761746,-112.1482619,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
974ee869-458a-e111-8dde-005056934050,Attended Donation Center - Eastern & Horizon Ridge Donation Center,Goodwill Industries,"10603 E. Apache Trail, Suite 101",,Apache Junction,AZ,85120,United States,(480) 354-5920,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.41341591,-111.6025876,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
A96f1096-fe36-e511-97d0-005056890337,Goodwill Thrift Store And Donation Center - American Pacific,Goodwill Industries,1325 E Florence Boulevard,,Casa Grande,AZ,85122,United States,(520) 582-1002,"Donation Center,retail Store",Http://www.goodwillsouthernaz.org,32.87751874,-111.730727,US,Pinal,AGGDATA_VERIFIED: ROOFTOP
5edeca87-458a-e111-8dde-005056934050,Goodwill Thrift Store And Donation Center - Sahara,Goodwill Industries,"20595 N. John Wayne Pkwy, Suite 300",,Maricopa,AZ,85139,United States,(520) 348-7585,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.06618425,-112.0444578,US,Pinal,AGGDATA_VERIFIED: ROOFTOP
D67bb79c-8c0c-ea11-80e3-00505689ac90,Goodwill Retail Store And Donation Center - Cheyenne Commons,Goodwill Industries,40445 N Gantzel Rd,,San Tan Valley,AZ,85140,United States,(480) 530-4731,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.246344,-111.561514,US,Pinal,PREMISE: ROOFTOP
3f6eada5-458a-e111-8dde-005056934050,Goodwill Thrift Store And Donation Center - Nellis,Goodwill Industries,21437 S. Ellsworth Rd.,,Queen Creek,AZ,85142,United States,(480) 398-7657,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.25300013,-111.6319692,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
1f6578ed-458a-e111-8dde-005056934050,"Goodwill Industries Of Southern Nevada, Inc.",Goodwill Industries,1495 W. Hunt Hwy.,,San Tan Valley,AZ,85143,United States,(480) 530-4730,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.17549687,-111.5830521,US,Pinal,AGGDATA_VERIFIED: ROOFTOP
085ea7b1-458a-e111-8dde-005056934050,Goodwill Thrift Store And Donation Center - Tropicana,Goodwill Industries,561 E. Bella Vista Rd. #105,,San Tan Valley,AZ,85143,United States,(480) 987-8219,Donation Center,Http://www.goodwillaz.org/,33.1612777,-111.5613759,US,Pinal,AGGDATA_VERIFIED: ROOFTOP
E813c38d-458a-e111-8dde-005056934050,Goodwill Thrift Store And Donation Center - Eastern,Goodwill Industries,106 E. Mckellips Road,,Mesa,AZ,85201,United States,(480) 530-4721,"Career Services,donation Center,retail Store",Http://www.goodwillaz.org/,33.4520857,-111.8300221,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
C2629e60-007b-ed11-8105-00505689ac90,Goodwill Thrift Store And Donation Center - Las Vegas Boulevard,Goodwill Industries,635 E. Broadway,,Mesa,AZ,85201,United States,,Career Services,Http://www.goodwillaz.org/,33.407633,-111.817634,US,Maricopa,PREMISE: ROOFTOP
9d4ee869-458a-e111-8dde-005056934050,Attended Donation Center - Cheyenne And Tenaya - Mountainview Hospital Parking Lot,Goodwill Industries,120 W 1st Ave,,Mesa,AZ,85201,United States,,Career Services,Http://www.goodwillaz.org/,33.413166,-111.835692,US,Maricopa,PREMISE: ROOFTOP
560c0740-458a-e111-8dde-005056934050,Attended Donation Center - Farm & Durango,Goodwill Industries,2039 W. Guadalupe Road,,Mesa,AZ,85202,United States,(480) 777-3440,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.36270346,-111.8779314,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
739f42e8-4e8d-e211-87d7-0050568924e6,Attended Donation Center - Desert Foothills & Charleston,Goodwill Industries,1900 E. University Dr.,,Mesa,AZ,85203,United States,(480) 398-7650,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.4242235,-111.7899722,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
79970e3e-39ae-ee11-8117-00505689ac90,Goodwill Thrift Store And Donation Center - Blue Diamond,Goodwill Industries,1036 E. Southern Avenue,,Mesa,AZ,85204,United States,(480) 530-4732,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.394223,-111.808718,US,Maricopa,PREMISE: ROOFTOP
82597101-154a-e411-acf1-0050568924e6,Goodwill Thrift Store And Donation Center - S. Rainbow & Mardon,Goodwill Industries,"6130 E. Main St., Suite 6120",,Mesa,AZ,85205,United States,(480) 530-4725,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.41702534,-111.6989294,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
7035d2a3-8723-eb11-80ec-00505689ac90,Goodwill Clearance Center,Goodwill Industries,4412 E. University Drive,,Mesa,AZ,85205,United States,(480) 530-4720,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.42412426,-111.7344441,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
5e76db29-508d-e211-87d7-0050568924e6,Attended Donation Center - Southern Highlands & Cactus,Goodwill Industries,2070s. Power Road,,Gilbert,AZ,85206,United States,(480) 530-4703,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.37837275,-111.6905621,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
5186e5a5-d437-e311-8dde-0050568924e6,"Goodwill Thrift Store, Career Center, And Donation Center - Rainbow & Alta",Goodwill Industries,3655 E. Southern Ave.,,Mesa,AZ,85206,United States,(480) 218-9770,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.39218845,-111.7521549,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
5ad845bd-4f8d-e211-87d7-0050568924e6,Goodwill Thrift Store And Donation Center - Ft. Apache,Goodwill Industries,10860 East Guadalupe Road,,Mesa,AZ,85209,United States,(480) 530-4727,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.364842,-111.59935,US,Pinal,PREMISE: ROOFTOP
Eba68156-3641-e511-97d0-005056890337,Goodwill Thrift Store And Donation Center - Centennial Hills,Goodwill Industries,185 W. Apache Trail,,Apache Junction,AZ,85210,United States,(480) 398-7653,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.41244128,-111.5494365,US,Pinal,AGGDATA_VERIFIED: ROOFTOP
5a3adc9d-3741-e511-97d0-005056890337,"Goodwill Thrift Store, Career Center, And Donation Center - Boulevard Mall",Goodwill Industries,1046 S. Country Club Drive,,Mesa,AZ,85210,United States,(480) 844-0906,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.3963464,-111.8418068,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
Ebded80c-18fe-e611-bbdb-005056890337,Goodwill Thrift Store And Donation Center - Silverado And Bermuda,Goodwill Industries,5263 S. Power Rd.,,Mesa,AZ,85212,United States,(480) 279-0624,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.31995345,-111.6854045,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
17e0a5b2-1222-e411-afbc-0050568924e6,Donation Xpress - Gardnerville,Goodwill Industries,2844 E. Main St,,Mesa,AZ,85213,United States,(480) 530-4733,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.41712,-111.769267,US,Maricopa,PREMISE: ROOFTOP
9cd77f8d-d0be-e211-8d5d-0050568924e6,Donation Xpress - Pioneer Meadows,Goodwill Industries,2665 N. Power Rd,,Mesa,AZ,85215,United States,(480) 398-7648,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.46421801,-111.6822875,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
234789d5-458a-e111-8dde-005056934050,Donation Xpress - Damonte Ranch,Goodwill Industries,930 N. Alma School Road,,Chandler,AZ,85224,United States,(480) 792-6924,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.31947103,-111.8607449,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
D019a2b1-ff04-eb11-80eb-00505689ac90,Store - Smithridge,Goodwill Industries,1850 E. Chandler Blvd.,,Chandler,AZ,85225,United States,(480) 530-4729,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.307278,-111.809285,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
0bbd59b1-2c9a-e611-bbdb-005056890337,Donation Xpress - Black Springs,Goodwill Industries,1850 E. Chandler Blvd.,,Chandler,AZ,85225,United States,(480) 530-4729,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.307278,-111.809285,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
D4f4a1b7-458a-e111-8dde-005056934050,Store - Silverada,Goodwill Industries,"4949 W. Ray Rd., Suite 1",,Chandler,AZ,85226,United States,(480) 398-7642,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.31805245,-111.9266236,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
80019202-54a0-e511-8981-005056890337,Outlet Store - Sparks,Goodwill Industries,1500 W. Warner Road,,Gilbert,AZ,85233,United States,(480) 633-0692,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.33638466,-111.8227816,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
Cfdd83db-458a-e111-8dde-005056934050,Store - Carson City,Goodwill Industries,25410 S. Arizona Ave.,,Chandler,AZ,85248,United States,(480) 398-7641,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.21579822,-111.8426584,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
724dfd57-458a-e111-8dde-005056934050,Donation Xpress - Clear Creek,Goodwill Industries,2825 E Ocotillo,,Chandler,AZ,85249,United States,(480) 398-7645,"Donation Center,retail Store",Http://www.goodwillaz.org/,33.2464228,-111.7932525,US,Maricopa,AGGDATA_VERIFIED: ROOFTOP
