return_id,order_id,sku,return_date,return_reason,refund_amount,refund_status
RET008928,ORD0063522,SKU009737,2025-02-24,Damaged in transit,674.66,Processed
RET008929,ORD0098352,SKU000983,2026-07-01,not durable,686.12,Processed
RET008930,ORD0044879,SKU010393,2025-10-28,Size issue,249.72,Processed
RET008931,ORD0042559,SKU012313,2025-03-31,defective piece,2039.99,Pending
RET008932,ORD0107070,SKU007803,2025-04-26,Doesn't fit properly,1237.55,Processed
RET008933,ORD0030526,SKU009181,2025-11-13,item damaged,2074.44,Processed
RET008934,ORD0041921,SKU003180,2025-11-14,Quality issue,80.77,Processed
RET008935,ORD0033231,SKU007418,2025-08-17,cheap material,1013.48,Rejected
RET008936,ORD0011418,SKU012268,2025-04-03,size too small,363.41,Processed
RET008937,ORD0074647,SKU004712,2025-07-13,wrong size ordered,1580.72,Processed
RET008938,ORD0015977,SKU007983,2025-10-17,not durable,824.93,Processed
RET008939,ORD0114485,SKU007798,2025-06-14,too tight,845.57,Processed
RET008940,ORD0087434,SKU010878,2025-11-21,didnt fit,516.87,Rejected
RET008941,ORD0018244,SKU002203,2025-04-18,size chart misleading,433.08,Pending
RET008942,ORD0106283,SKU008752,2026-11-17,looks different online,483.65,Processed
RET008943,ORD0058466,SKU009157,2025-12-17,didnt fit,640.78,Processed
RET008944,ORD0047336,SKU008490,2026-10-21,item damaged,1376.74,Processed
RET008945,ORD0091912,SKU002105,2025-10-28,not as described,705.53,Processed
RET008946,ORD0030187,SKU002606,2026-11-03,wrong item sent,406.79,Processed
RET008947,ORD0115140,SKU010345,2025-11-03,Not what I ordered,1575.13,Processed
RET008948,ORD0079416,SKU009605,2025-05-27,ordered by mistake,442.8,Processed
RET008949,ORD0113556,SKU002703,2026-05-26,too tight,843.6,Processed
RET008950,ORD0055540,SKU000050,2025-11-30,size chart misleading,1057.14,Processed
RET008951,ORD0052805,SKU006085,2026-05-20,arrived damaged!!,613.35,Processed
RET008952,ORD0016165,SKU002940,2025-06-16,poor quality,539.3,Processed
RET008953,ORD0074271,SKU006923,2025-05-11,didnt fit,544.83,Processed
RET008954,ORD0001802,SKU002086,2025-11-17,poor quality,1732.57,Processed
RET008955,ORD0032447,SKU000790,2026-01-02,item damaged,434.18,Pending
RET008956,ORD0038447,SKU003264,2025-10-17,defective piece,567.5,Processed
RET008957,ORD0094415,SKU000401,2025-06-04,quality not as expected,3777.49,Processed
RET008958,ORD0024463,SKU002958,2025-11-21,wrong size ordered,1373.08,Processed
RET008959,ORD0111809,SKU005278,2025-03-18,broken on arrival,452.67,Processed
RET008960,ORD0071316,SKU006340,2025-02-26,dont want it now,1114.68,Rejected
RET008961,ORD0033253,SKU011667,2025-09-24,quality not as expected,205.17,Processed
RET008962,ORD0103236,SKU010001,2026-06-13,wrong colour delivered,1356.03,Processed
RET008963,ORD0107554,SKU000006,2025-11-05,changed my mind,803.09,Processed
RET008964,ORD0075221,SKU002282,2025-10-23,ordered by mistake,1618.05,Pending
RET008965,ORD0085084,SKU005037,2025-01-29,arrived damaged!!,263.5,Processed
RET008966,ORD0042623,SKU004854,2025-03-22,Size issue,780.86,Processed
RET008967,ORD0012357,SKU004683,2025-06-28,stopped working after a day,132.3,Processed
RET008968,ORD0018130,SKU004582,2025-04-21,size chart misleading,290.57,Processed
RET008969,ORD0006328,SKU005641,2026-04-24,found cheaper elsewhere,325.49,Processed
RET008970,ORD0103236,SKU002442,2026-06-13,Not what I ordered,1179.1,Processed
RET008971,ORD0043554,SKU009220,2025-12-09,wrong item sent,516.57,Processed
RET008972,ORD0012336,SKU005707,2026-02-24,SIZE PROBLEM,195.83,Processed
RET008973,ORD0070897,SKU001803,2026-01-09,wrong item sent,472.76,Processed
RET008974,ORD0094375,SKU005457,2025-06-30,didnt fit,212.87,Processed
RET008975,ORD0004180,SKU003141,2025-08-13,colour different from image,914.98,Processed
RET008976,ORD0005317,SKU000154,2025-07-13,misleading description,2305.99,Processed
RET008977,ORD0107748,SKU002791,2025-12-27,wrong item sent,867.16,Processed
RET008978,ORD0087751,SKU009440,2025-06-24,device faulty,473.11,Pending
RET008979,ORD0069451,SKU003433,2026-04-30,packaging torn item broken,175.43,Processed
RET008980,ORD0058776,SKU009225,2025-03-30,poor quality,2255.58,Processed
RET008981,ORD0001795,SKU004711,2025-09-30,misleading description,692.93,Processed
RET008982,ORD0101261,SKU004452,2026-04-06,Size issue,200.33,Processed
RET008983,ORD0062402,SKU010354,2025-08-06,Not what I ordered,335.34,Processed
RET008984,ORD0067162,SKU003130,2025-10-22,Doesn't fit properly,430.7,Processed
RET008985,ORD0008098,SKU012237,2025-10-19,product was cracked,458.3,Processed
RET008986,ORD0057838,SKU003767,2026-05-12,dont want it now,734.66,Processed
RET008987,ORD0008095,SKU005195,2026-12-22,found cheaper elsewhere,217.16,Processed
RET008988,ORD0055547,SKU007283,2025-10-03,Not what I ordered,1285.72,Pending
RET008989,ORD0012574,SKU007932,2026-03-22,ordered by mistake,247.89,Pending
RET008990,ORD0047010,SKU007400,2026-01-20,Size issue,1340.83,Rejected
RET008991,ORD0004064,SKU009978,2026-06-10,delivered too late,1192.54,Processed
RET008992,ORD0071959,SKU006743,2025-10-12,device faulty,772.14,Processed
RET008993,ORD0023402,SKU004931,2026-01-15,Doesn't fit properly,1190.49,Processed
RET008994,ORD0018657,SKU007925,2025-06-05,size too small,369.86,Rejected
RET008995,ORD0012485,SKU009142,2026-03-26,Quality issue,78.14,Processed
RET008996,ORD0003552,SKU001122,2025-02-19,defective piece,461.69,Processed
RET008997,ORD0084183,SKU000399,2025-05-14,wrong item sent,415.8,Processed
RET008998,ORD0050051,SKU011372,2026-03-24,size too small,431.63,Processed
RET008999,ORD0032989,SKU006776,2025-11-21,arrived damaged!!,520.68,Processed
RET009000,ORD0037579,SKU000825,2026-05-19,size too small,2192.17,Processed
RET009001,ORD0029349,SKU007248,2025-04-28,size chart misleading,591.95,Processed
RET009002,ORD0088641,SKU011551,2025-11-24,not as described,265.82,Processed
RET009003,ORD0016542,SKU003133,2026-03-28,SIZE PROBLEM,597.63,Rejected
RET009004,ORD0069202,SKU008650,2025-06-02,didnt fit,1007.82,Processed
RET009005,ORD0109760,SKU001837,2025-02-25,not durable,597.01,Processed
RET009006,ORD0021596,SKU006697,2025-10-05,Doesn't fit properly,798.64,Processed
RET009007,ORD0115647,SKU003926,2025-08-25,Size issue,197.66,Processed
RET009008,ORD0076811,SKU007801,2026-03-20,wrong size ordered,389.1,Processed
RET009009,ORD0092792,SKU009325,2026-03-27,size too small,169.99,Processed
RET009010,ORD0029790,SKU003806,2026-11-19,arrived after event,898.36,Processed
RET009011,ORD0010602,SKU003387,2025-12-04,arrived damaged!!,429.85,Processed
RET009012,ORD0119725,SKU011293,2025-01-30,SIZE PROBLEM,552.04,Processed
RET009013,ORD0022128,SKU006750,2025-04-21,wrong size ordered,347.91,Processed
RET009014,ORD0083489,SKU005924,2026-05-15,misleading description,1818.18,Processed
RET009015,ORD0084993,SKU010218,2026-01-11,received different product,919.93,Processed
RET009016,ORD0093068,SKU010789,2026-03-20,ordered by mistake,207.09,Processed
RET009017,ORD0075278,SKU007028,2025-05-24,Delayed delivery,547.21,Pending
RET009018,ORD0103313,SKU008263,2025-07-29,received different product,486.92,Processed
RET009019,ORD0070218,SKU007298,2025-11-01,fabric quality bad,3182.76,Processed
RET009020,ORD0040107,SKU009160,2026-02-16,defective piece,259.74,Processed
RET009021,ORD0097644,SKU007041,2026-01-24,stopped working after a day,461.95,Processed
RET009022,ORD0100305,SKU010514,2026-02-01,broken on arrival,1909.0,Processed
RET009023,ORD0118773,SKU010205,2025-08-07,received different product,956.93,Processed
RET009024,ORD0015432,SKU005728,2026-04-17,colour different from image,1311.81,Processed
RET009025,ORD0086408,SKU012075,2026-06-12,wrong colour delivered,1226.86,Pending
RET009026,ORD0002450,SKU012027,2026-11-28,wrong size ordered,392.06,Pending
RET009027,ORD0095692,SKU000041,2025-11-18,Quality issue,129.1,Processed
RET009028,ORD0113227,SKU008646,2026-12-11,packaging torn item broken,308.25,Processed
RET009029,ORD0048480,SKU005117,2026-04-15,fabric quality bad,1735.66,Processed
RET009030,ORD0044642,SKU008748,2026-04-26,item damaged,2163.41,Processed
RET009031,ORD0010164,SKU002514,2026-02-02,didnt fit,476.05,Pending
RET009032,ORD0033435,SKU009773,2025-04-10,wrong colour delivered,218.56,Processed
RET009033,ORD0014550,SKU006951,2025-03-17,wrong colour delivered,2365.37,Processed
RET009034,ORD0049649,SKU009164,2026-01-20,late delivery no longer needed,1182.83,Processed
RET009035,ORD0073111,SKU000040,2025-01-29,Not what I ordered,498.19,Processed
RET009036,ORD0113486,SKU010610,2026-03-21,different from website photo,752.32,Processed
RET009037,ORD0066223,SKU007558,2026-11-17,Quality issue,588.39,Processed
RET009038,ORD0029964,SKU003872,2026-06-01,found cheaper elsewhere,426.75,Processed
RET009039,ORD0051679,SKU004646,2026-04-21,found cheaper elsewhere,1463.83,Processed
RET009040,ORD0108817,SKU011425,2025-07-14,no longer needed,1972.51,Processed
RET009041,ORD0014307,SKU008280,2025-11-20,ordered by mistake,517.86,Pending
RET009042,ORD0084787,SKU002843,2026-05-23,Size issue,857.66,Processed
RET009043,ORD0093931,SKU007972,2025-09-17,Damaged in transit,1894.38,Processed
RET009044,ORD0032397,SKU004955,2025-10-09,different from website photo,1290.24,Processed
RET009045,ORD0091468,SKU012263,2025-12-18,Not what I ordered,3658.49,Processed
RET009046,ORD0096024,SKU007268,2025-05-29,poor quality,327.64,Processed
RET009047,ORD0027674,SKU003693,2025-02-06,late delivery no longer needed,203.9,Processed
RET009048,ORD0103882,SKU002813,2026-03-05,poor quality,611.58,Pending
RET009049,ORD0104380,SKU000731,2026-01-09,device faulty,618.07,Processed
RET009050,ORD0053169,SKU003598,2025-08-17,didnt fit,1843.92,Pending
RET009051,ORD0058895,SKU005976,2025-11-06,quality not as expected,502.06,Processed
RET009052,ORD0058093,SKU001505,2025-07-24,too tight,297.87,Processed
RET009053,ORD0041461,SKU002972,2025-12-05,different sku received,601.92,Processed
RET009054,ORD0071323,SKU009353,2025-03-08,Doesn't fit properly,310.94,Pending
RET009055,ORD0014830,SKU001878,2026-11-14,Doesn't fit properly,630.88,Processed
RET009056,ORD0014346,SKU006152,2026-05-08,SIZE PROBLEM,208.99,Rejected
RET009057,ORD0091479,SKU003328,2026-03-06,changed my mind,303.34,Processed
RET009058,ORD0029230,SKU005731,2026-03-12,defective piece,875.21,Processed
RET009059,ORD0076336,SKU001010,2026-12-14,didnt fit,154.21,Processed
RET009060,ORD0056111,SKU011534,2025-03-08,Delayed delivery,1094.45,Processed
RET009061,ORD0027569,SKU008781,2025-04-09,Doesn't fit properly,1499.98,Processed
RET009062,ORD0046219,SKU002749,2026-03-08,colour different from image,139.8,Rejected
RET009063,ORD0030433,SKU011830,2025-06-12,found cheaper elsewhere,902.55,Processed
RET009064,ORD0003829,SKU001683,2025-10-25,didnt fit,914.33,Processed
RET009065,ORD0108877,SKU011832,2025-05-09,different sku received,728.5,Processed
RET009066,ORD0105838,SKU003216,2025-12-02,Damaged in transit,537.96,Pending
RET009067,ORD0097267,SKU008387,2026-04-11,device faulty,710.24,Processed
RET009068,ORD0097414,SKU004887,2025-08-16,received different product,405.76,Processed
RET009069,ORD0092358,SKU007663,2025-02-22,defective piece,1733.02,Processed
RET009070,ORD0109275,SKU004603,2026-02-21,arrived damaged!!,1492.5,Processed
RET009071,ORD0016128,SKU011557,2026-01-21,ordered by mistake,489.99,Processed
RET009072,ORD0058661,SKU001609,2025-02-26,changed my mind,582.77,Pending
RET009073,ORD0089414,SKU006467,2026-04-23,arrived damaged!!,1039.83,Processed
RET009074,ORD0044484,SKU003733,2025-02-17,wrong item sent,897.02,Processed
RET009075,ORD0039003,SKU003657,2026-02-27,packaging torn item broken,163.05,Processed
RET009076,ORD0018959,SKU000889,2026-01-07,size chart misleading,207.53,Processed
RET009077,ORD0088054,SKU007309,2025-02-12,late delivery no longer needed,1391.09,Processed
RET009078,ORD0069102,SKU004007,2026-02-01,dont want it now,578.67,Processed
RET009079,ORD0090236,SKU008102,2025-06-12,wrong item sent,867.83,Processed
RET009080,ORD0030856,SKU003936,2025-06-03,misleading description,296.24,Processed
RET009081,ORD0029706,SKU005868,2025-12-18,item damaged,419.31,Processed
RET009082,ORD0104066,SKU007868,2026-05-04,packaging torn item broken,248.5,Processed
RET009083,ORD0007652,SKU007851,2025-07-12,Damaged in transit,660.51,Processed
RET009084,ORD0017798,SKU000914,2025-12-24,item damaged,676.61,Processed
RET009085,ORD0040429,SKU008214,2025-03-21,not as described,883.89,Processed
RET009086,ORD0019809,SKU011532,2025-08-09,delivered too late,371.4,Processed
RET009087,ORD0028529,SKU005418,2025-04-25,different sku received,239.87,Processed
RET009088,ORD0029402,SKU003117,2026-01-28,wrong colour delivered,341.96,Processed
RET009089,ORD0072564,SKU002950,2025-04-19,product was cracked,1202.11,Processed
RET009090,ORD0024804,SKU006045,2025-09-11,Delayed delivery,286.01,Processed
RET009091,ORD0080078,SKU011143,2025-09-26,Damaged in transit,1004.57,Processed
RET009092,ORD0095207,SKU010121,2026-04-15,different from website photo,294.38,Processed
RET009093,ORD0111261,SKU007590,2026-01-09,SIZE PROBLEM,267.52,Processed
RET009094,ORD0053910,SKU001781,2025-12-18,Size issue,1203.64,Pending
RET009095,ORD0005076,SKU011862,2026-06-13,arrived damaged!!,485.79,Pending
RET009096,ORD0022639,SKU011180,2025-04-27,Delayed delivery,121.78,Rejected
RET009097,ORD0082559,SKU001208,2026-03-24,wrong colour delivered,335.88,Processed
RET009098,ORD0059564,SKU008460,2026-10-08,item damaged,627.2,Processed
RET009099,ORD0114979,SKU005093,2025-12-03,defective piece,427.36,Pending
RET009100,ORD0009247,SKU007454,2025-06-18,received different product,1908.45,Processed
RET009101,ORD0034264,SKU000594,2025-06-21,product was cracked,602.53,Processed
RET009102,ORD0033251,SKU006418,2025-05-06,quality not as expected,273.48,Processed
RET009103,ORD0066627,SKU009685,2025-11-28,Doesn't fit properly,1072.82,Processed
RET009104,ORD0030403,SKU000464,2025-09-10,cheap material,1032.19,Processed
RET009105,ORD0091915,SKU010186,2026-05-04,looks different online,1484.44,Processed
RET009106,ORD0053189,SKU005719,2026-02-19,poor quality,1358.51,Pending
RET009107,ORD0043686,SKU004303,2025-05-06,stopped working after a day,770.49,Processed
RET009108,ORD0089025,SKU007296,2025-03-31,found cheaper elsewhere,2505.7,Pending
RET009109,ORD0021282,SKU005229,2025-06-29,packaging torn item broken,903.49,Processed
RET009110,ORD0105804,SKU001588,2025-11-08,cheap material,581.57,Processed
RET009111,ORD0109659,SKU009428,2025-05-31,stopped working after a day,172.06,Processed
RET009112,ORD0117734,SKU007803,2025-02-13,different sku received,1332.11,Processed
RET009113,ORD0113188,SKU001594,2025-07-24,defective piece,1072.02,Processed
RET009114,ORD0018846,SKU012320,2026-06-26,too tight,513.68,Processed
RET009115,ORD0001472,SKU002308,2025-04-25,item damaged,112.4,Pending
RET009116,ORD0038178,SKU004929,2025-08-25,dont want it now,1125.32,Processed
RET009117,ORD0089475,SKU009849,2025-01-15,poor quality,1533.56,Pending
RET009118,ORD0019446,SKU002216,2026-02-21,arrived damaged!!,1136.61,Processed
RET009119,ORD0078598,SKU002775,2025-12-03,received different product,833.95,Processed
RET009120,ORD0102924,SKU004457,2025-03-25,too tight,1057.22,Processed
RET009121,ORD0032740,SKU007192,2026-02-04,Damaged in transit,350.03,Pending
RET009122,ORD0021695,SKU010691,2026-06-27,arrived after event,986.07,Processed
RET009123,ORD0050721,SKU005882,2025-02-02,misleading description,1073.36,Processed
RET009124,ORD0016542,SKU000856,2026-03-20,didnt fit,144.07,Processed
RET009125,ORD0091560,SKU006059,2025-08-23,SIZE PROBLEM,304.1,Processed
RET009126,ORD0005797,SKU000917,2025-05-14,didnt fit,388.17,Processed
RET009127,ORD0036636,SKU008193,2025-07-16,defective piece,710.7,Processed
RET009128,ORD0044557,SKU001246,2026-05-23,fabric quality bad,658.88,Processed
RET009129,ORD0098016,SKU002112,2026-02-17,arrived after event,829.56,Pending
RET009130,ORD0001207,SKU006505,2026-02-23,didnt fit,1403.45,Processed
RET009131,ORD0071542,SKU001044,2025-03-12,product was cracked,960.21,Processed
RET009132,ORD0031992,SKU003843,2025-03-20,poor quality,646.67,Pending
RET009133,ORD0039668,SKU011399,2025-01-28,misleading description,816.83,Pending
RET009134,ORD0004629,SKU003011,2026-02-23,Damaged in transit,573.87,Processed
RET009135,ORD0044666,SKU005554,2026-03-13,different from website photo,470.3,Processed
RET009136,ORD0001839,SKU001861,2026-02-27,Size issue,178.84,Processed
RET009137,ORD0065188,SKU005415,2026-05-26,broken on arrival,228.95,Processed
RET009138,ORD0005499,SKU005806,2025-06-17,Damaged in transit,1361.12,Processed
RET009139,ORD0013055,SKU011148,2026-04-09,no longer needed,1684.76,Pending
RET009140,ORD0075306,SKU003455,2026-06-07,product was cracked,1180.67,Pending
RET009141,ORD0021596,SKU009897,2025-10-03,Doesn't fit properly,204.79,Processed
RET009142,ORD0101261,SKU008700,2026-04-08,looks different online,89.91,Processed
RET009143,ORD0085564,SKU007030,2025-10-24,broken on arrival,893.46,Processed
RET009144,ORD0077922,SKU000122,2025-04-25,SIZE PROBLEM,339.77,Processed
RET009145,ORD0011911,SKU005126,2026-02-28,didnt fit,500.25,Processed
RET009146,ORD0035016,SKU007994,2026-10-31,looks different online,1444.66,Processed
RET009147,ORD0053188,SKU005200,2025-07-16,quality not as expected,1882.21,Processed
RET009148,ORD0037147,SKU012195,2025-12-18,Delayed delivery,879.29,Processed
RET009149,ORD0052986,SKU008930,2025-05-19,SIZE PROBLEM,1320.67,Processed
RET009150,ORD0038278,SKU008971,2025-05-03,wrong size ordered,320.74,Processed
RET009151,ORD0107165,SKU011226,2025-02-25,wrong size ordered,2094.05,Processed
RET009152,ORD0027580,SKU010880,2025-03-25,late delivery no longer needed,397.7,Processed
RET009153,ORD0100084,SKU001592,2025-12-20,stopped working after a day,739.88,Processed
RET009154,ORD0055726,SKU007677,2026-07-13,quality not as expected,837.8,Processed
RET009155,ORD0109387,SKU008000,2026-02-13,found cheaper elsewhere,2856.3,Processed
RET009156,ORD0085398,SKU001927,2026-03-07,Damaged in transit,233.52,Processed
RET009157,ORD0089517,SKU005681,2026-05-24,ordered by mistake,883.42,Processed
RET009158,ORD0059271,SKU001615,2026-06-17,different sku received,1554.55,Processed
RET009159,ORD0088833,SKU008752,2026-07-13,no longer needed,82.14,Rejected
RET009160,ORD0016371,SKU000699,2025-02-07,fabric quality bad,456.77,Processed
RET009161,ORD0009640,SKU010196,2025-01-28,colour different from image,263.99,Processed
RET009162,ORD0091176,SKU009476,2025-11-30,size chart misleading,515.0,Processed
RET009163,ORD0026663,SKU008944,2026-03-14,looks different online,634.54,Processed
RET009164,ORD0073149,SKU011788,2026-11-11,arrived after event,372.63,Processed
RET009165,ORD0055545,SKU008871,2026-07-23,wrong size ordered,415.35,Pending
RET009166,ORD0119020,SKU007845,2025-01-26,different from website photo,398.61,Processed
RET009167,ORD0030603,SKU008452,2025-06-30,stopped working after a day,304.96,Processed
RET009168,ORD0104889,SKU006488,2026-10-24,item damaged,250.89,Processed
RET009169,ORD0073820,SKU002920,2025-02-12,received different product,146.58,Processed
RET009170,ORD0017826,SKU003753,2025-02-22,item damaged,406.13,Processed
RET009171,ORD0032417,SKU010704,2025-09-24,too tight,155.75,Processed
RET009172,ORD0108385,SKU006568,2026-11-06,size chart misleading,326.89,Processed
RET009173,ORD0090099,SKU005853,2025-09-05,packaging torn item broken,465.07,Processed
RET009174,ORD0007320,SKU011642,2025-09-08,arrived damaged!!,1249.44,Processed
RET009175,ORD0080276,SKU008506,2026-12-14,no longer needed,4443.28,Processed
RET009176,ORD0009748,SKU003721,2026-12-08,late delivery no longer needed,406.34,Processed
RET009177,ORD0099027,SKU011867,2025-05-13,Not what I ordered,168.84,Processed
RET009178,ORD0078256,SKU006018,2025-05-07,wrong size ordered,1081.39,Processed
RET009179,ORD0022314,SKU005633,2026-03-30,not durable,227.4,Processed
RET009180,ORD0078488,SKU007743,2026-05-25,wrong item sent,164.81,Processed
RET009181,ORD0043929,SKU001986,2025-09-28,poor quality,937.92,Processed
RET009182,ORD0049316,SKU007796,2026-01-18,not working,1156.1,Pending
RET009183,ORD0118449,SKU009309,2025-04-29,arrived after event,358.42,Processed
RET009184,ORD0057374,SKU007794,2026-11-15,received different product,1577.63,Processed
RET009185,ORD0107039,SKU008061,2026-04-09,changed my mind,634.82,Processed
RET009186,ORD0022841,SKU011276,2025-03-01,product was cracked,1329.04,Processed
RET009187,ORD0099327,SKU009888,2026-12-22,changed my mind,398.83,Processed
RET009188,ORD0049520,SKU003438,2025-12-15,packaging torn item broken,629.13,Pending
RET009189,ORD0035002,SKU008527,2026-11-25,SIZE PROBLEM,551.64,Processed
RET009190,ORD0080832,SKU009086,2025-02-15,wrong size ordered,110.47,Processed
RET009191,ORD0039348,SKU007347,2026-01-27,Size issue,541.77,Processed
RET009192,ORD0085637,SKU004456,2025-01-12,didnt fit,416.09,Processed
RET009193,ORD0034023,SKU005254,2025-02-09,not durable,312.6,Processed
RET009194,ORD0040272,SKU009322,2025-06-07,cheap material,255.85,Processed
RET009195,ORD0055723,SKU012455,2025-11-14,poor quality,178.74,Processed
RET009196,ORD0080361,SKU006936,2025-09-19,Doesn't fit properly,461.89,Processed
RET009197,ORD0006000,SKU009834,2025-12-05,found cheaper elsewhere,1275.62,Processed
RET009198,ORD0085420,SKU002036,2026-04-15,wrong colour delivered,199.95,Pending
RET009199,ORD0069944,SKU008723,2025-09-14,quality not as expected,319.58,Processed
RET009200,ORD0043917,SKU003565,2025-08-14,SIZE PROBLEM,270.0,Processed
RET009201,ORD0023743,SKU003122,2025-07-08,arrived damaged!!,1476.65,Processed
RET009202,ORD0024311,SKU010578,2026-05-14,misleading description,832.49,Processed
RET009203,ORD0070625,SKU010722,2025-07-08,colour different from image,421.15,Processed
RET009204,ORD0005966,SKU005326,2025-10-07,battery dead,208.87,Processed
RET009205,ORD0033771,SKU003382,2026-06-27,looks different online,2640.13,Processed
RET009206,ORD0009695,SKU010515,2025-09-10,late delivery no longer needed,1120.36,Processed
RET009207,ORD0107022,SKU008903,2025-10-28,wrong item sent,2141.58,Processed
RET009208,ORD0025091,SKU005040,2025-03-26,didnt fit,611.91,Processed
RET009209,ORD0073195,SKU009963,2025-10-21,Not what I ordered,1565.65,Processed
RET009210,ORD0109887,SKU005854,2026-04-10,Damaged in transit,1186.25,Processed
RET009211,ORD0014963,SKU010756,2025-11-29,size chart misleading,1180.85,Processed
RET009212,ORD0114984,SKU001876,2025-08-04,wrong size ordered,1952.07,Pending
RET009213,ORD0073246,SKU011765,2025-06-19,battery dead,797.49,Processed
RET009214,ORD0030539,SKU000983,2025-12-11,packaging torn item broken,173.81,Processed
RET009215,ORD0075739,SKU004791,2025-12-25,arrived damaged!!,577.79,Processed
RET009216,ORD0027683,SKU005761,2026-04-12,size too small,194.4,Pending
RET009217,ORD0046299,SKU010293,2025-11-03,fabric quality bad,111.08,Processed
RET009218,ORD0018221,SKU000699,2025-11-24,dont want it now,481.93,Processed
RET009219,ORD0035343,SKU002336,2026-02-20,item damaged,1061.25,Processed
RET009220,ORD0022269,SKU007193,2025-06-22,late delivery no longer needed,1027.55,Processed
RET009221,ORD0104150,SKU009092,2025-12-10,broken on arrival,231.09,Rejected
RET009222,ORD0105934,SKU009075,2025-10-13,defective piece,335.01,Processed
RET009223,ORD0030135,SKU009284,2025-05-07,defective piece,330.79,Processed
RET009224,ORD0081648,SKU010997,2025-08-10,product was cracked,678.56,Pending
RET009225,ORD0030848,SKU006011,2026-03-15,size chart misleading,136.98,Pending
RET009226,ORD0011524,SKU011696,2025-10-16,wrong size ordered,436.36,Processed
RET009227,ORD0111740,SKU002997,2025-12-15,looks different online,437.97,Processed
RET009228,ORD0079825,SKU009495,2026-03-26,ordered by mistake,548.26,Processed
RET009229,ORD0052706,SKU002265,2025-09-01,wrong item sent,280.61,Processed
RET009230,ORD0021616,SKU005108,2026-05-22,Damaged in transit,337.91,Pending
RET009231,ORD0111739,SKU005841,2025-11-08,Size issue,1635.52,Processed
RET009232,ORD0046299,SKU002928,2025-11-16,Damaged in transit,508.55,Processed
RET009233,ORD0056572,SKU005965,2025-02-11,Damaged in transit,1380.1,Processed
RET009234,ORD0064461,SKU002525,2026-01-21,quality not as expected,227.09,Processed
RET009235,ORD0026555,SKU008285,2025-10-23,size too small,303.93,Processed
RET009236,ORD0114451,SKU010713,2025-01-21,didnt fit,1484.37,Rejected
RET009237,ORD0030620,SKU010906,2025-03-20,looks different online,826.5,Processed
RET009238,ORD0070213,SKU011497,2026-05-10,item damaged,949.62,Processed
RET009239,ORD0113490,SKU011092,2026-03-29,different sku received,901.87,Processed
RET009240,ORD0022101,SKU003517,2026-02-21,too tight,548.53,Processed
RET009241,ORD0020163,SKU004227,2026-01-03,poor quality,1254.12,Rejected
RET009242,ORD0082791,SKU000770,2025-10-16,wrong item sent,1483.2,Processed
RET009243,ORD0049332,SKU009817,2025-07-29,no longer needed,379.76,Processed
RET009244,ORD0108216,SKU002550,2025-03-25,product was cracked,375.02,Processed
RET009245,ORD0038772,SKU010207,2025-05-10,Delayed delivery,225.13,Processed
RET009246,ORD0022296,SKU010226,2025-05-20,Quality issue,354.06,Processed
RET009247,ORD0074753,SKU009462,2025-09-07,product was cracked,198.28,Pending
RET009248,ORD0113929,SKU008913,2025-02-09,misleading description,443.74,Processed
RET009249,ORD0078428,SKU011989,2025-08-18,size too small,504.65,Pending
RET009250,ORD0110480,SKU001023,2025-12-17,too tight,2060.56,Processed
RET009251,ORD0094552,SKU007821,2025-07-30,different sku received,164.96,Processed
RET009252,ORD0071804,SKU007916,2025-12-21,Damaged in transit,205.69,Processed
RET009253,ORD0097052,SKU006341,2025-05-25,SIZE PROBLEM,521.14,Processed
RET009254,ORD0108651,SKU010189,2025-07-04,fabric quality bad,497.6,Processed
RET009255,ORD0089195,SKU007098,2025-03-08,received different product,2617.11,Processed
RET009256,ORD0044771,SKU001974,2026-03-04,colour different from image,396.68,Processed
RET009257,ORD0100092,SKU002265,2026-06-07,didnt fit,568.09,Processed
RET009258,ORD0010657,SKU003067,2025-03-12,not as described,1737.85,Pending
RET009259,ORD0117614,SKU007267,2026-01-05,fabric quality bad,566.15,Processed
RET009260,ORD0042980,SKU000904,2026-01-23,too tight,500.02,Processed
RET009261,ORD0104999,SKU000494,2025-11-26,packaging torn item broken,1314.1,Processed
RET009262,ORD0061991,SKU000501,2025-02-22,fabric quality bad,75.98,Processed
RET009263,ORD0090771,SKU005183,2025-11-13,received different product,281.82,Processed
RET009264,ORD0067139,SKU009454,2025-05-07,packaging torn item broken,717.36,Processed
RET009265,ORD0019627,SKU010420,2025-12-12,received different product,244.8,Processed
RET009266,ORD0087348,SKU004957,2026-04-19,size too small,1581.21,Processed
RET009267,ORD0038180,SKU007965,2025-02-27,broken on arrival,148.81,Processed
RET009268,ORD0061756,SKU010376,2025-08-17,found cheaper elsewhere,2522.64,Processed
RET009269,ORD0083484,SKU003903,2025-11-05,cheap material,239.74,Processed
RET009270,ORD0051342,SKU002318,2025-06-16,not as described,1016.16,Processed
RET009271,ORD0016146,SKU011939,2025-05-16,SIZE PROBLEM,420.94,Processed
RET009272,ORD0070252,SKU008805,2025-03-19,looks different online,885.9,Processed
RET009273,ORD0061055,SKU000540,2025-03-24,late delivery no longer needed,269.93,Rejected
RET009274,ORD0059180,SKU001514,2026-01-31,cheap material,576.89,Processed
RET009275,ORD0113985,SKU001221,2026-11-28,Doesn't fit properly,678.43,Processed
